"","PC1","PC2"
"BREAST_BT549",-2.44735258717277,1.4442470561619
"BREAST_HS578T",-2.95992451596245,-5.1983171904907
"BREAST_MCF7",-1.54329992933978,1.59671620402803
"BREAST_MCF7ADR",-5.83527687381017,-56.233681850594
"BREAST_MDAMB231",-1.6073403055059,-0.940898729118795
"BREAST_MDAMB435",-4.87524265451103,-0.711530151522029
"BREAST_T47D",-4.23603408021361,-13.5074306697302
"CNS_SF268",-5.48288838399981,-2.61298638437305
"CNS_SF295",-3.21443442649798,6.26956804096409
"CNS_SF539",-4.24973021371579,0.862336799742449
"CNS_SNB19",-4.44800992603773,3.62907672165343
"CNS_SNB75",0.135984645674379,3.6693306590009
"CNS_U251",-4.85107628121612,15.9532667589667
"COLON_COLO205",-2.95359370632051,2.60723896375374
"COLON_HCC2998",-1.30113526879515,7.72469962202361
"COLON_HCT116",-2.40983929523518,-0.020606746437065
"COLON_HCT15",-5.55162082703919,3.37934595597126
"COLON_HT29",-6.15139768719232,1.89963317386124
"COLON_KM12",0.742020094535502,3.40872953564763
"COLON_SW620",-1.40299683095848,3.5139023866516
"LEUK_CCRFCEM",-2.55216311284752,6.16680509262524
"LEUK_HL60",-5.22247371407311,2.25265424753991
"LEUK_K562",0.215531485662882,-36.5297365117361
"LEUK_MOLT4",-0.0765072062797445,3.1001874069604
"LEUK_RPMI8226",-1.97573739032297,-7.27850087220158
"LEUK_SR",-1.10910535592722,-2.87473021198157
"MELAN_LOXIMVI",-1.68115050854297,0.500106431525466
"MELAN_M14",-0.0394652953862228,8.11295865158623
"MELAN_MALME3M",-3.65970391621381,2.05183950827485
"MELAN_SKMEL2",-2.52817292826181,-2.42174721004317
"MELAN_SKMEL28",-3.34917359375235,4.07846416079855
"MELAN_SKMEL5",-2.96744271697734,-86.6879563733712
"MELAN_UACC257",156.594351459748,-0.287204375396692
"MELAN_UACC62",-1.02043519850808,4.42179692168707
"NSCLC_A549",0.435019663322944,13.9964673965326
"NSCLC_EKVX",-4.11754833020088,6.03604362942868
"NSCLC_H226",-0.874571059003339,-0.658999705749827
"NSCLC_H23",-1.51597295367246,10.7013561873334
"NSCLC_H322M",-0.731705840225098,3.09527610899
"NSCLC_H460",-4.61121480377725,9.87967972669429
"NSCLC_H522",-7.03881575184149,9.70745614956765
"NSCLC_HOP62",-4.77599884125867,4.20732957047196
"NSCLC_HOP92",-3.98244533516736,0.937693778558962
"OVAR_IGROV1",-1.34879061155448,-3.24969244381308
"OVAR_OVCAR3",-4.45835052310165,2.10860009503209
"OVAR_OVCAR4",2.65965194227876,7.12020710733122
"OVAR_OVCAR5",1.28968740811815,-4.65818805503679
"OVAR_OVCAR8",-4.61302616167461,1.20887962416077
"OVAR_SKOV3",-2.70098653092782,5.87932794947358
"PROSTATE_DU145",-6.66697152561725,-2.02859342740312
"PROSTATE_PC3",-1.85240145149484,4.94179734995573
"RENAL_7860",-1.6170053666373,0.737662766776556
"RENAL_A498",-3.25304702468135,-0.354403627205957
"RENAL_ACHN",-4.06865201459075,5.25614325075986
"RENAL_CAKI1",-2.13944389252314,9.40919114362353
"RENAL_RXF393",-2.17354120586155,2.07604518774581
"RENAL_SN12C",-2.50552289467784,5.88979099753765
"RENAL_TK10",-6.79911958894597,27.7364328824047
"RENAL_UO31",1.47560973871105,8.6869193344025
