"","PC1","PC2"
"BREAST_BT549",3.41216176818689,4.43157359567671
"BREAST_HS578T",10.1612284297063,7.26965664773109
"BREAST_MCF7",3.60257980595574,-7.77117859439423
"BREAST_MCF7ADR",10.9735769910679,53.7398521539406
"BREAST_MDAMB231",3.70960713642897,15.2505389680468
"BREAST_MDAMB435",7.35529142489611,11.0333660933149
"BREAST_T47D",3.02431062595396,-13.7618678865824
"CNS_SF268",6.35240317063139,1.5445843926065
"CNS_SF295",8.75213226286304,-6.55960439278467
"CNS_SF539",6.48088552702005,-5.47072958294526
"CNS_SNB19",1.63453685942133,7.09402000555982
"CNS_SNB75",10.229059442472,3.28693477006279
"CNS_U251",7.23565921760042,18.289407100686
"COLON_COLO205",-0.0393847544852433,-0.5633458909894
"COLON_HCC2998",-17.4571320679622,84.4308487503892
"COLON_HCT116",6.36051044148536,4.28647604877266
"COLON_HCT15",2.90296669867631,3.32728514262165
"COLON_HT29",4.8713706785158,18.6858468523314
"COLON_KM12",3.18247026045986,-12.1507889985337
"COLON_SW620",8.77526228030188,-8.27308663313246
"LEUK_CCRFCEM",3.79741456900943,0.242932253637473
"LEUK_HL60",6.415134783372,-4.23128410065597
"LEUK_K562",12.9452646932065,0.709312551150355
"LEUK_MOLT4",1.21119789910983,-3.49511322279989
"LEUK_RPMI8226",4.96943092611557,41.8570746760843
"LEUK_SR",3.86223588129508,-15.3907552128848
"MELAN_LOXIMVI",6.04491869821543,3.3182946893037
"MELAN_M14",7.2398239717293,-13.2270795895168
"MELAN_MALME3M",3.545425623499,-1.03819118589331
"MELAN_SKMEL2",6.79206800897614,-0.34654964453775
"MELAN_SKMEL28",9.99946103446949,-7.8516211999229
"MELAN_SKMEL5",11.8153368619653,7.1429943521113
"MELAN_UACC257",1.21462333601977,-14.6583177586098
"MELAN_UACC62",7.45814121715254,1.16625158910895
"NSCLC_A549",3.85442942117384,3.60946085588401
"NSCLC_EKVX",7.50728456116293,7.62051681107408
"NSCLC_H226",4.84281895069408,-7.71890344572159
"NSCLC_H23",3.22897983187004,-10.616673664402
"NSCLC_H322M",3.9734576984792,-10.5518518817914
"NSCLC_H460",10.9214179878141,20.6602328520455
"NSCLC_H522",9.01366006109017,-22.1118785014786
"NSCLC_HOP62",8.01933183198352,-19.4763221551457
"NSCLC_HOP92",8.02247614924852,-21.1970134332031
"OVAR_IGROV1",10.9536894710454,-4.08402985362028
"OVAR_OVCAR3",-112.450414461475,-2.08236406840224
"OVAR_OVCAR4",-0.732676204766144,-4.55791638452249
"OVAR_OVCAR5",7.42267320352123,-0.731093338011034
"OVAR_OVCAR8",0.811420656532239,-5.01276427461108
"OVAR_SKOV3",8.37450412264235,-2.92698648255804
"PROSTATE_DU145",9.15615453713437,-13.33728985237
"PROSTATE_PC3",9.65836115266479,10.9082945253516
"RENAL_7860",-101.563591838673,-7.81374263431642
"RENAL_A498",9.76398546811311,-4.62665908091914
"RENAL_ACHN",12.6117372940443,-22.5741427464068
"RENAL_CAKI1",7.97244442136558,-17.1810211118569
"RENAL_RXF393",6.9935462095755,-13.2959250199237
"RENAL_SN12C",7.83351568843029,-12.5852662342697
"RENAL_TK10",-116.340254038015,-5.57078692143428
"RENAL_UO31",1.32107412101299,-7.06361069834371
